"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-03-31,3101,"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim",0,618600,-0.00306204673650282,-0.000646203554119548,0.0236637431739202,0.0656637196557039,0.0434733472561069,"2019-02","2019-Q1",620500,-0.00306204673650282,"2018-12"
2019-03-31,139,"Cook County","IL","Chicago-Naperville-Elgin",1,225500,0.00356030262572319,0.00985221674876847,0.0268670309653916,0.052496017908565,0.00238122408681907,"2007-01","2007-Q1",266900,-0.155114275009367,"2004-06"
2019-03-31,1090,"Harris County","TX","Houston-The Woodlands-Sugar Land",2,191500,0.00314300680984809,0.0164543524416136,0.0603543743078627,0.0756312903767853,0.0384615122386693,"2019-03","2019-Q1",191500,0,"2019-03"
2019-03-31,2402,"Maricopa County","AZ","Phoenix-Mesa-Scottsdale",3,273200,0.000732600732600733,0.00960827790096083,0.0642773665757694,0.0711991388218656,0.0420875631456175,"2006-05","2006-Q2",290300,-0.0589045814674475,"2005-11"
2019-03-31,2841,"San Diego County","CA","San Diego-Carlsbad",4,590100,-0.00236686390532544,-0.00606366851945427,0.0125257378174331,0.0584000709187751,0.0446929564024887,"2018-12","2018-Q4",593700,-0.00606366851945427,"2018-09"
2019-03-31,1286,"Orange County","CA","Los Angeles-Long Beach-Anaheim",5,721500,-0.00469030211063595,-0.00879241654073362,0.0193557502119243,0.0449886040355636,0.0366915778168966,"2018-12","2018-Q4",727900,-0.00879241654073362,"2018-08"
2019-03-31,581,"Kings County","NY","New York-Newark-Jersey City",6,786400,0.00370134014039566,0.0024219247928617,0.0147096774193548,0.0712610337466779,0.0498438358998716,"2018-10","2018-Q4",787500,-0.0013968253968254,"2018-10"
2019-03-31,2964,"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach",7,305200,-0.000981996726677578,0.00659630606860158,0.0589868147120056,0.105545223309649,0.0454406200195552,"2007-01","2007-Q1",325100,-0.0612119347892956,"2006-04"
2019-03-31,978,"Dallas County","TX","Dallas-Fort Worth-Arlington",8,217100,0.00462748727441,0.0367717287488061,0.13903462749213,0.127775283816103,0.0599366329417399,"2019-03","2019-Q1",217100,0,"2019-03"
2019-03-31,1347,"Queens County","NY","New York-Newark-Jersey City",9,649700,0.00277820651335083,0.00635068153655514,0.051294498381877,0.0722440662732056,0.0402405811271029,"2019-03","2019-Q1",649700,0,"2019-03"
2019-03-31,2832,"Riverside County","CA","Riverside-San Bernardino-Ontario",10,383600,0.00208986415882968,0.0137420718816068,0.0458015267175572,0.0672834275495826,0.0505352537397175,"2006-07","2006-Q3",427000,-0.101639344262295,"2005-05"
2019-03-31,3250,"San Bernardino County","CA","Riverside-San Bernardino-Ontario",11,348600,0.000574052812858783,0.00461095100864553,0.04905206139031,0.0766190697417357,0.0519880555770451,"2006-07","2006-Q3",390300,-0.106840891621829,"2005-09"
2019-03-31,445,"Clark County","NV","Las Vegas-Henderson-Paradise",12,280600,0.00142755174875089,0.0053744177714081,0.0995297805642633,0.100291311842181,0.0463314557531946,"2006-06","2006-Q2",316800,-0.114267676767677,"2004-12"
2019-03-31,207,"King County","WA","Seattle-Tacoma-Bellevue",13,618300,-0.00450813073579134,-0.00674698795180723,-0.0121425147787186,0.104064947363659,0.0520925798690173,"2018-06","2018-Q2",630700,-0.0196606944664658,"2018-02"
2019-03-31,791,"Wayne County","MI","Detroit-Warren-Dearborn",14,81900,0.00367647058823529,0.0199252801992528,0.173352435530086,0.168474425432387,0.0215099264908922,"2006-01","2006-Q1",116200,-0.295180722891566,"1999-09"
2019-03-31,2049,"Tarrant County","TX","Dallas-Fort Worth-Arlington",15,215500,0.0027919962773383,0.0174693106704438,0.088933804951996,0.0991937551514375,0.0498400575373839,"2019-03","2019-Q1",215500,0,"2019-03"
2019-03-31,3136,"Santa Clara County","CA","San Jose-Sunnyvale-Santa Clara",16,1232200,-0.0152641253096779,-0.0359126828886629,-0.00299376972246946,0.0987674984310185,0.0725419124170443,"2018-10","2018-Q4",1296800,-0.0498149290561382,"2018-03"
2019-03-31,1561,"Broward County","FL","Miami-Fort Lauderdale-West Palm Beach",17,265400,0.001131648434553,0.00835866261398176,0.0645808263136783,0.108878596246707,0.0479172511422177,"2006-10","2006-Q4",292400,-0.0923392612859097,"2005-10"
2019-03-31,386,"Bexar County","TX","San Antonio-New Braunfels",18,182500,0.00274725274725275,0.0127635960044395,0.0598141695702671,0.0718515287241164,0.0370032671595415,"2019-03","2019-Q1",182500,0,"2019-03"
2019-03-31,2452,"New York County","NY","New York-Newark-Jersey City",19,1228200,-0.00048828125,-0.0202616464582004,-0.0606500956022945,0.0190524559544842,0.0265694230374296,"2017-07","2017-Q3",1326900,-0.0743839023287362,"2015-06"
2019-03-31,3175,"Philadelphia County","PA","Philadelphia-Camden-Wilmington",20,161000,0.00186683260734287,0.0170562223626027,0.108052305574673,0.0909168038200761,0.0351233430635611,"2019-03","2019-Q1",161000,0,"2019-03"
2019-03-31,1510,"Alameda County","CA","San Francisco-Oakland-Hayward",21,861500,-0.00611444393170282,-0.0150908883045616,0.00267690875232775,0.0810057392677857,0.0630800057367582,"2018-11","2018-Q4",877700,-0.0184573316622992,"2018-04"
2019-03-31,2801,"Middlesex County","MA","Boston-Cambridge-Newton",22,551600,-0.000181257930034439,0.0117388114453412,0.0490680867249905,0.0647368667496535,0.0412476813607234,"2019-02","2019-Q1",551700,-0.000181257930034439,"2019-02"
2019-03-31,2046,"Suffolk County","NY","New York-Newark-Jersey City",23,409800,0.0121017535193875,0.0446087178179964,0.0722135007849294,0.0393378715396884,0.0117276497030954,"2006-05","2006-Q2",448000,-0.0852678571428571,"2005-03"
2019-03-31,3017,"Sacramento County","CA","Sacramento--Roseville--Arden-Arcade",24,370400,0,0.00652173913043478,0.044262757259656,0.0750877842111404,0.0500893770979445,"2005-11","2005-Q4",385800,-0.039917055469155,"2005-05"
2019-03-31,401,"Bronx County","NY","New York-Newark-Jersey City",25,437900,0.000685557586837294,0.00689813750287422,0.0983195385001254,0.0650098756008533,0.0298543011285457,"2019-03","2019-Q1",437900,0,"2019-03"
2019-03-31,1252,"Nassau County","NY","New York-Newark-Jersey City",26,542700,0.00221606648199446,0.00221606648199446,0.0537864077669903,0.0615420695770037,0.0264022119849048,"2019-03","2019-Q1",542700,0,"2019-03"
2019-03-31,2993,"Palm Beach County","FL","Miami-Fort Lauderdale-West Palm Beach",27,278200,-0.000359324469996407,0.00542103361040838,0.0565894417014812,0.0973954102557377,0.0408571305674579,"2006-06","2006-Q2",325100,-0.144263303598893,"2005-06"
2019-03-31,2241,"Cuyahoga County","OH","Cleveland-Elyria",28,129900,0.00231481481481481,0.00541795665634675,0.0509708737864078,0.0554058468136898,0.0143048999564497,"2005-07","2005-Q3",135100,-0.0384900074019245,"2004-02"
2019-03-31,3165,"Hillsborough County","FL","Tampa-St. Petersburg-Clearwater",29,223200,0.00269541778975741,0.0113275940190304,0.0593260560037969,0.101577739719225,0.0391663144538035,"2006-09","2006-Q3",230700,-0.0325097529258778,"2006-05"
2019-03-31,2614,"Allegheny County","PA","Pittsburgh",30,154000,0.00260416666666667,0.00785340314136126,0.0533515731874145,0.0644355261692433,0.0356406730028687,"2019-03","2019-Q1",154000,0,"2019-03"
2019-03-31,1950,"Oakland County","MI","Detroit-Warren-Dearborn",31,249800,0.00281011641910879,0.016273393002441,0.0478187919463087,0.0732788444408594,0.0545972580824516,"2019-03","2019-Q1",249800,0,"2019-03"
2019-03-31,2288,"Franklin County","OH","Columbus",32,181100,0.00667037242912729,0.0243212669683258,0.0735032602252519,0.0802694128177335,0.0333103842774989,"2019-03","2019-Q1",181100,0,"2019-03"
2019-03-31,2339,"Hennepin County","MN","Minneapolis-St. Paul-Bloomington",33,285200,0.00457907713983797,0.0124245651402201,0.0523985239852399,0.0600179372206906,0.0300075643420921,"2019-03","2019-Q1",285200,0,"2019-03"
2019-03-31,1287,"Orange County","FL","Orlando-Kissimmee-Sanford",34,248800,0,0.0159248672927726,0.0705679862306368,0.099552281290606,0.0380285566133765,"2006-09","2006-Q3",270900,-0.0815799187892211,"2006-02"
2019-03-31,1694,"Fairfax County","VA","Washington-Arlington-Alexandria",35,547400,0.00128040973111396,0.00717571297148114,0.0260543580131209,0.0236586635841431,0.0259947484353837,"2006-01","2006-Q1",553100,-0.0103055505333574,"2005-10"
2019-03-31,3159,"Contra Costa County","CA","San Francisco-Oakland-Hayward",36,621400,-0.00144624779045476,-0.00512327889849504,0.0254125412541254,0.0736843377037324,0.0544755304017805,"2018-10","2018-Q4",629300,-0.0125536310185921,"2018-07"
2019-03-31,2840,"Salt Lake County","UT","Salt Lake City",37,370900,0.00216157795190489,0.0200770077007701,0.102884329467737,0.0865597410990129,0.0402771464940814,"2019-03","2019-Q1",370900,0,"2019-03"
2019-03-31,1440,"Travis County","TX","Austin-Round Rock",38,355700,0.00593891402714932,0.0151255707762557,0.0765738498789346,0.0841367097770038,0.0532617208464687,"2019-03","2019-Q1",355700,0,"2019-03"
2019-03-31,3130,"Saint Louis County","MO","St. Louis",39,182900,-0.00109229929000546,-0.00705754614549403,0.0155469183786785,0.0472477062697108,0.0117719039602315,"2018-12","2018-Q4",184200,-0.00705754614549403,"2018-10"
2019-03-31,281,"Pima County","AZ","Tucson",40,206600,0.00339970859640602,0.015732546705998,0.0611196712891628,0.0548355734908355,0.0135408495964713,"2006-06","2006-Q2",237700,-0.13083718973496,"2005-07"
2019-03-31,2975,"Montgomery County","MD","Washington-Arlington-Alexandria",41,454400,0.0017636684303351,0.00955343257053988,0.0250394766523799,0.020478538392918,0.0151405042460846,"2006-07","2006-Q3",494100,-0.080348107670512,"2005-05"
2019-03-31,2347,"Honolulu County","HI","Urban Honolulu",42,682800,-0.00524475524475524,-0.00625818658128366,0.0141096093866033,0.0465377311852702,0.0344775419997818,"2019-01","2019-Q1",688900,-0.00885469589200174,"2018-07"
2019-03-31,3148,"Westchester County","NY","New York-Newark-Jersey City",43,619400,0.0111002285341169,0.0159094636706577,0.0234633179114342,0.035962498622391,0.0105663747985139,"2006-04","2006-Q2",654900,-0.0542067491220034,"2005-05"
2019-03-31,2804,"Milwaukee County","WI","Milwaukee-Waukesha-West Allis",44,162300,0.011214953271028,0.0337579617834395,0.0691699604743083,0.0580529938517453,0.00671067732084163,"2006-04","2006-Q2",165900,-0.0216998191681736,"2005-09"
2019-03-31,1018,"Fresno County","CA","Fresno",45,253200,0.00516077808654228,0.0156438026474128,0.0625262274443978,0.0748399457059279,0.0322152675712444,"2006-05","2006-Q2",299700,-0.155155155155155,"2005-03"
2019-03-31,1388,"Shelby County","TN","Memphis",46,132900,0.00453514739229025,0.0183908045977011,0.0920295809367297,0.0889327289501345,0.0307215335838473,"2019-03","2019-Q1",132900,0,"2019-03"
2019-03-31,1020,"Fulton County","GA","Atlanta-Sandy Springs-Roswell",47,286600,-0.0020891364902507,0.0056140350877193,0.0930587337909992,0.0954290445117443,0.038569558023976,"2019-02","2019-Q1",287200,-0.0020891364902507,"2019-02"
2019-03-31,3102,"Mecklenburg County","NC","Charlotte-Concord-Gastonia",48,240300,0.000832986255726781,0.0126422250316056,0.0623342175066313,0.0825861903887219,0.0374953338870672,"2019-03","2019-Q1",240300,0,"2019-03"
2019-03-31,157,"Erie County","NY","Buffalo-Cheektowaga-Niagara Falls",49,165000,0.00609756097560976,0.0116492949110975,0.049618320610687,0.0501329513744979,0.0319286964622059,"2019-03","2019-Q1",165000,0,"2019-03"
2019-03-31,1682,"DuPage County","IL","Chicago-Naperville-Elgin",50,293700,-0.00136008160489629,0.00754716981132076,0.0254888268156425,0.0374341717368669,0.0093499915969093,"2006-10","2006-Q4",318000,-0.0764150943396226,"2005-06"
2019-03-31,2694,"Fairfield County","CT","Bridgeport-Stamford-Norwalk",51,338000,0.001778304682869,0.00535395597858418,0.0186859553948162,0.019891425792349,-0.00111736280462948,"2006-04","2006-Q2",421800,-0.198672356567093,"2003-07"
2019-03-31,2480,"Pinellas County","FL","Tampa-St. Petersburg-Clearwater",52,228700,-0.0039198606271777,0.00131348511383538,0.0481209899175069,0.107275999007947,0.0459744767684014,"2019-02","2019-Q1",229600,-0.0039198606271777,"2019-01"
2019-03-31,874,"Bergen County","NJ","New York-Newark-Jersey City",53,466300,0.000214500214500215,-0.00235344458707745,0.00582398619499569,0.0298129029515024,0.00745993262041078,"2006-07","2006-Q3",510700,-0.0869394948110437,"2005-06"
2019-03-31,1165,"Marion County","IN","Indianapolis-Carmel-Anderson",54,144300,0.00768156424581006,0.0314510364546104,0.147971360381862,0.102718376616305,0.0306475878532313,"2019-03","2019-Q1",144300,0,"2019-03"
2019-03-31,324,"Wake County","NC","Raleigh",55,291300,0.000687049124012367,0.0114583333333333,0.0542888165038002,0.0576551499595412,0.028236909205803,"2019-03","2019-Q1",291300,0,"2019-03"
2019-03-31,2337,"Hartford County","CT","Hartford-West Hartford-East Hartford",56,227400,0,0.00132100396301189,0.0106666666666667,0.00959278092682281,-0.00298471328004213,"2007-02","2007-Q1",255300,-0.109283196239718,"2005-01"
2019-03-31,489,"Duval County","FL","Jacksonville",57,183100,0.00383771929824561,0.0177876598110061,0.0795990566037736,0.0972929884684264,0.0266902191204865,"2006-10","2006-Q4",187500,-0.0234666666666667,"2006-05"
2019-03-31,3246,"Prince Georges County","MD","Washington-Arlington-Alexandria",58,300100,0.00502344273275285,0.0138513513513514,0.0493006993006993,0.0631977672686839,0.0161796993892069,"2007-01","2007-Q1",351800,-0.146958499147243,"2005-06"
2019-03-31,2815,"New Haven County","CT","New Haven-Milford",59,217900,0.00646651270207852,0.0206088992974239,0.0376190476190476,0.018107365195188,-0.00390735700139733,"2006-05","2006-Q2",267700,-0.186029137093762,"2004-06"
2019-03-31,1155,"Macomb County","MI","Detroit-Warren-Dearborn",60,174400,0.00518731988472622,0.0175029171528588,0.0666666666666667,0.0812668656181303,0.04279347799125,"2019-03","2019-Q1",174400,0,"2019-03"
2019-03-31,204,"Kern County","CA","Bakersfield",61,218700,0.00229147571035747,0.014378478664193,0.0657894736842105,0.0612045015150355,0.0337668083313092,"2006-07","2006-Q3",279700,-0.21809081158384,"2005-04"
2019-03-31,2061,"Ventura County","CA","Oxnard-Thousand Oaks-Ventura",62,605300,0.00165480721495946,0.00398075966163543,0.0273251866938221,0.0504737093139718,0.0358500836731281,"2006-06","2006-Q2",632100,-0.0423983546907135,"2005-10"
2019-03-31,2802,"Middlesex County","NJ","New York-Newark-Jersey City",63,332500,0.00210970464135021,0.0146475434848947,0.0595920968769917,0.0452468977480351,0.00523005635667628,"2006-08","2006-Q3",365100,-0.0892906053136127,"2005-06"
2019-03-31,2314,"Gwinnett County","GA","Atlanta-Sandy Springs-Roswell",64,232500,0.001723395088324,0.0126306620209059,0.0834109972041007,0.0761318452237492,0.0347639534363979,"2019-03","2019-Q1",232500,0,"2019-03"
2019-03-31,3227,"San Francisco County","CA","San Francisco-Oakland-Hayward",65,1353500,-0.00733406674000733,-0.0115387424231359,0.0286517707858337,0.082781088819168,0.0645056769437258,"2019-01","2019-Q1",1369500,-0.0116830960204454,"2018-09"
2019-03-31,2626,"Baltimore County","MD","Baltimore-Columbia-Towson",66,244700,0,0.00451559934318555,0.0324894514767932,0.0378678359356137,0.00290657553161755,"2007-04","2007-Q2",273200,-0.104319180087848,"2005-10"
2019-03-31,2322,"Hamilton County","OH","Cincinnati",67,153100,0.00657462195923734,0.0247657295850067,0.10621387283237,0.0660414238867082,0.0233027979133298,"2019-03","2019-Q1",153100,0,"2019-03"
2019-03-31,1690,"El Paso County","TX","El Paso",68,126100,0.00238473767885533,0.0112269446672013,0.0534670008354219,0.0284446101641243,0.00820975658906997,"2019-03","2019-Q1",126100,0,"2019-03"
2019-03-31,2981,"Montgomery County","PA","Philadelphia-Camden-Wilmington",69,309600,0.000969932104752667,-0.000322893122376493,0.0333778371161549,0.0337143193005043,0.0118479409178089,"2019-01","2019-Q1",309800,-0.000645577792123951,"2018-12"
2019-03-31,2879,"Worcester County","MA","Worcester",70,285000,0.00140548137737175,0.00706713780918728,0.0586924219910847,0.0585808075153105,0.0239660094094878,"2019-03","2019-Q1",285000,0,"2019-03"
2019-03-31,1322,"Pierce County","WA","Seattle-Tacoma-Bellevue",71,349400,0.00258249641319943,0.0159930212271009,0.0770653514180025,0.0957401002651541,0.0357114544538408,"2019-03","2019-Q1",349400,0,"2019-03"
2019-03-31,504,"Essex County","NJ","New York-Newark-Jersey City",72,398500,0.00860541635029107,0.0238951695786228,0.0764451647757969,0.0589936288704815,0.0109729392100215,"2007-01","2007-Q1",428900,-0.070878992772208,"2005-10"
2019-03-31,951,"Collin County","TX","Dallas-Fort Worth-Arlington",73,331300,0.000301932367149758,0.00760340632603406,0.0215849522047487,0.0767506153815178,0.0506680169445188,"2019-03","2019-Q1",331300,0,"2019-03"
2019-03-31,1776,"Hidalgo County","TX","McAllen-Edinburg-Mission",74,104400,0.0145772594752187,0.0306021717670286,0.0751802265705458,0.0597657824125701,0.0269777894457559,"2019-03","2019-Q1",104400,0,"2019-03"
2019-03-31,1223,"Monroe County","NY","Rochester",75,148600,0.0122615803814714,0.0450070323488045,0.0319444444444444,0.0335456247888404,0.0186739144909098,"2016-08","2016-Q3",157000,-0.0535031847133758,"2016-03"
2019-03-31,503,"Essex County","MA","Boston-Cambridge-Newton",76,447200,0.00269058295964126,0.0156711333181921,0.054965793819297,0.0624104926316389,0.0376582218614607,"2019-03","2019-Q1",447200,0,"2019-03"
2019-03-31,2742,"Jefferson County","KY","Louisville/Jefferson County",77,161500,0.00497822028624767,0.00811485642946317,0.0480207657365347,0.0520691626855398,0.0263614166623272,"2019-03","2019-Q1",161500,0,"2019-03"
2019-03-31,2810,"Multnomah County","OR","Portland-Vancouver-Hillsboro",78,404000,-0.00222277105458138,0.00223269660133962,-0.00222277105458138,0.0898939917693011,0.0461504781578452,"2019-02","2019-Q1",404900,-0.00222277105458138,"2019-01"
2019-03-31,2045,"Suffolk County","MA","Boston-Cambridge-Newton",79,564100,0.00124245651402201,0.00804145818441744,0.0547868362004488,0.0833601584631549,0.0601652015087917,"2019-03","2019-Q1",564100,0,"2019-03"
2019-03-31,2463,"Oklahoma County","OK","Oklahoma City",80,135400,0.00445103857566766,0.0157539384846212,0.0351681957186544,0.048402847481668,0.026144916457032,"2019-03","2019-Q1",135400,0,"2019-03"
2019-03-31,2842,"San Mateo County","CA","San Francisco-Oakland-Hayward",81,1327900,-0.0106541499031441,-0.0197106156799055,-0.00695483099012863,0.0993132689136031,0.0689652292080667,"2018-10","2018-Q4",1368400,-0.0295966091786027,"2018-03"
2019-03-31,2847,"Snohomish County","WA","Seattle-Tacoma-Bellevue",82,470000,-0.00254668930390492,0.0090167453842851,0.0465375194834113,0.103910929018217,0.0435423938549722,"2019-02","2019-Q1",471200,-0.00254668930390492,"2019-02"
2019-03-31,220,"Lake County","IL","Chicago-Naperville-Elgin",83,237000,0,0.00338696020321761,0.000422119037568594,0.0401033110330304,0.000126670483547642,"2007-02","2007-Q1",290400,-0.183884297520661,"2003-03"
2019-03-31,984,"Dekalb County","GA","Atlanta-Sandy Springs-Roswell",84,204300,0.011887072808321,0.0297379032258065,0.127483443708609,0.117934865733006,0.0358125289739901,"2019-03","2019-Q1",204300,0,"2019-03"
2019-03-31,135,"Cobb County","GA","Atlanta-Sandy Springs-Roswell",85,259400,0.00231839258114374,0.0152641878669276,0.084448160535117,0.0874221849644963,0.0348276745194094,"2019-03","2019-Q1",259400,0,"2019-03"
2019-03-31,3134,"San Joaquin County","CA","Stockton-Lodi",86,365300,-0.00163979229297622,0.00439923013472642,0.06068524970964,0.0926078913723061,0.0660480884453007,"2006-01","2006-Q1",420700,-0.131685286427383,"2005-03"
2019-03-31,330,"Will County","IL","Chicago-Naperville-Elgin",87,224900,0.00133570792520036,0.00761648745519713,0.0470204841713222,0.0460118982933027,0.0079878467776815,"2007-01","2007-Q1",239400,-0.0605680868838764,"2005-08"
2019-03-31,1804,"Jackson County","MO","Kansas City",88,144200,0.0048780487804878,0.0219702338766832,0.0990853658536585,0.0601075106663234,0.0204271308352812,"2019-03","2019-Q1",144200,0,"2019-03"
2019-03-31,1948,"Norfolk County","MA","Boston-Cambridge-Newton",89,505300,0.00198294665873488,0.0122195512820513,0.0485577920730442,0.058596090405582,0.0375528121065296,"2019-03","2019-Q1",505300,0,"2019-03"
2019-03-31,988,"Denton County","TX","Dallas-Fort Worth-Arlington",90,293600,0,0.00754975978037062,0.0523297491039427,0.0830735875648421,0.0470432759930122,"2019-03","2019-Q1",293600,0,"2019-03"
2019-03-31,2889,"Bernalillo County","NM","Albuquerque",91,203900,0.0029513034923758,0.00940594059405941,0.0647519582245431,0.04135929443293,0.00618887519010225,"2019-03","2019-Q1",203900,0,"2019-03"
2019-03-31,2732,"Jefferson County","AL","Birmingham-Hoover",92,122100,0.00493827160493827,0.0141196013289037,0.095067264573991,0.0548259626049366,0.00741928650793522,"2007-08","2007-Q3",122600,-0.00407830342577488,"2007-03"
2019-03-31,1106,"Hudson County","NJ","New York-Newark-Jersey City",93,452000,0.00690576965916685,0.0152740341419587,0.0627792146719962,0.0964725981304306,0.0267291015892475,"2019-03","2019-Q1",452000,0,"2019-03"
2019-03-31,2441,"Monmouth County","NJ","New York-Newark-Jersey City",94,430100,0.00443717888836992,0.0151050271418456,0.0611892425363928,0.0384832445266678,0.0121956036893609,"2006-08","2006-Q3",442500,-0.0280225988700565,"2006-01"
2019-03-31,2243,"Davidson County","TN","Nashville-Davidson--Murfreesboro--Franklin",95,267500,-0.000373692077727952,0.00753295668549906,0.0598256735340729,0.117343004088227,0.0580823190629949,"2019-02","2019-Q1",267600,-0.000373692077727952,"2019-02"
2019-03-31,3001,"Providence County","RI","Providence-Warwick",96,252200,0.00318217979315831,0.00558213716108453,0.0391429748660898,0.0702561940786959,0.0193572959972161,"2005-12","2005-Q4",272500,-0.0744954128440367,"2004-10"
2019-03-31,414,"Bucks County","PA","Philadelphia-Camden-Wilmington",97,327600,0.00244798041615667,0.0111111111111111,0.0240700218818381,0.0318252630182581,0.00816982582606873,"2006-09","2006-Q3",330400,-0.00847457627118644,"2006-05"
2019-03-31,1689,"El Paso County","CO","Colorado Springs",98,296800,0.005420054200542,0.0220385674931129,0.0843989769820972,0.0811769841722019,0.0420487532224683,"2019-03","2019-Q1",296800,0,"2019-03"
2019-03-31,3236,"Baltimore City","MD","Baltimore-Columbia-Towson",99,118400,-0.00504201680672269,-0.0108604845446951,0.0543187889581478,0.0840143810006932,-0.00420836327856944,"2007-09","2007-Q3",137800,-0.140783744557329,"2006-06"
2019-03-31,80,"Lee County","FL","Cape Coral-Fort Myers",100,230600,-0.000866551126516464,-0.00817204301075269,0.0212577502214349,0.0735687383129671,0.042014098125172,"2006-05","2006-Q2",299600,-0.230307076101469,"2005-05"
2019-03-31,757,"Tulsa County","OK","Tulsa",101,142200,0.00282087447108604,0.00994318181818182,0.025974025974026,0.047971361953189,0.0231603437284109,"2019-03","2019-Q1",142200,0,"2019-03"
2019-03-31,201,"Kent County","MI","Grand Rapids-Wyoming",102,193800,0.009375,0.0178571428571429,0.0808700501952036,0.0916634047843861,0.047712245186504,"2019-03","2019-Q1",193800,0,"2019-03"
2019-03-31,285,"Polk County","FL","Lakeland-Winter Haven",103,176800,-0.000565291124929339,0.0102857142857143,0.0708661417322835,0.0971739676984697,0.0290309059277896,"2006-08","2006-Q3",193000,-0.0839378238341969,"2006-03"
2019-03-31,3289,"District of Columbia","DC","Washington-Arlington-Alexandria",104,580500,-0.00017223561832587,-0.00257731958762887,0.0309003729355354,0.0581928757773083,0.0480105110129676,"2018-12","2018-Q4",582000,-0.00257731958762887,"2018-12"
2019-03-31,989,"Denver County","CO","Denver-Aurora-Lakewood",105,425300,-0.0025797373358349,0.00117702448210923,0.0380766414449597,0.106769444861563,0.0686733076532227,"2019-02","2019-Q1",426400,-0.0025797373358349,"2019-01"
2019-03-31,2698,"Fort Bend County","TX","Houston-The Woodlands-Sugar Land",106,257900,0.00116459627329193,0.00624268435427234,0.0246324990067541,0.0651542616757925,0.0377165479499681,"2019-03","2019-Q1",257900,0,"2019-03"
2019-03-31,659,"Ocean County","NJ","New York-Newark-Jersey City",107,283100,0.000706963591375044,0.00318922749822821,0.0377565982404692,0.0335838756649662,-0.000246926769374545,"2006-08","2006-Q3",339600,-0.166372202591284,"2004-11"
2019-03-31,2127,"Arapahoe County","CO","Denver-Aurora-Lakewood",108,379100,0.000263852242744063,0.00744087164496412,0.0389147711701836,0.100459727044824,0.0631491488297211,"2019-03","2019-Q1",379100,0,"2019-03"
2019-03-31,2251,"Delaware County","PA","Philadelphia-Camden-Wilmington",109,219600,0.00549450549450549,0.0171375636868921,0.0665371539582321,0.039649099960303,0.00244606746907383,"2007-07","2007-Q3",229600,-0.0435540069686411,"2006-02"
2019-03-31,1558,"Bristol County","MA","Providence-Warwick",110,316800,0.00539511266264678,0.00795418390073178,0.0634441087613293,0.0551694453782194,0.0235141379676853,"2019-03","2019-Q1",316800,0,"2019-03"
2019-03-31,1822,"Johnson County","KS","Kansas City",111,288100,0.00488315312173003,0.0130098452883263,0.0599705665930832,0.0670156705519884,0.0341120619381798,"2019-03","2019-Q1",288100,0,"2019-03"
2019-03-31,1556,"Brevard County","FL","Palm Bay-Melbourne-Titusville",112,213600,0.00187617260787992,0.0142450142450142,0.072289156626506,0.113288600131751,0.0431513423825383,"2006-04","2006-Q2",233900,-0.0867892261650278,"2005-07"
2019-03-31,1404,"Summit County","OH","Akron",113,135300,0.00222222222222222,0.0119670905011219,0.052099533437014,0.0528178083892334,0.0173664396467081,"2019-03","2019-Q1",135300,0,"2019-03"
2019-03-31,2986,"New Castle County","DE","Philadelphia-Camden-Wilmington",114,238300,0.00675961132234896,0.0262704565030146,0.000419815281276238,0.0470051395075191,0.00553629144811429,"2018-01","2018-Q1",245900,-0.0309068727124848,"2017-12"
2019-03-31,3152,"Anne Arundel County","MD","Baltimore-Columbia-Towson",115,345200,0.00407213496218732,0.00935672514619883,0.0322966507177034,0.028671739759176,0.00792451974737918,"2006-06","2006-Q2",375900,-0.0816706570896515,"2005-08"
2019-03-31,771,"Union County","NJ","New York-Newark-Jersey City",116,356300,0.00934844192634561,0.0268011527377522,0.0572700296735905,0.0523249881814476,0.00748401152874667,"2006-08","2006-Q3",405600,-0.1215483234714,"2005-04"
2019-03-31,2980,"Montgomery County","OH","Dayton",117,108900,0.00368663594470046,0.0139664804469274,0.106707317073171,0.0591590091324832,0.0141768065348655,"2019-03","2019-Q1",108900,0,"2019-03"
2019-03-31,2734,"Jefferson County","CO","Denver-Aurora-Lakewood",118,429300,0.00256889304063522,0.0125,0.0412321125394131,0.0982435072179766,0.0612994008288488,"2019-03","2019-Q1",429300,0,"2019-03"
2019-03-31,3069,"Washington County","OR","Portland-Vancouver-Hillsboro",119,408700,-0.00486973459946433,-0.00341380151182638,0.0315497223624432,0.0794218990731008,0.0412142667735327,"2019-01","2019-Q1",411800,-0.00752792617775619,"2018-12"
2019-03-31,2776,"Lancaster County","PA","Lancaster",120,208700,0,0.0121241513094083,0.049270990447461,0.0389557177803952,0.0126208517050166,"2019-03","2019-Q1",208700,0,"2019-03"
2019-03-31,1676,"Douglas County","NE","Omaha-Council Bluffs",121,174000,0.00346020761245675,0.0163551401869159,0.0747374922791847,0.0592238410488122,0.0312592817003707,"2019-03","2019-Q1",174000,0,"2019-03"
2019-03-31,322,"Utah County","UT","Provo-Orem",122,357900,0.00675105485232068,0.0266781411359725,0.146380525304292,0.0889817390329373,0.0393930601320869,"2019-03","2019-Q1",357900,0,"2019-03"
